Solution
11825
12567
14261
11185
13435
13748
10780
10280
12877
13189
11781
12298
10763
11263
11066
11697
12345
10373
11163
10737
10988
11200
8487
10894
10707
11666
9744
12462
11351
13894
11542
10830
9795
8339
12548
10409
11427
10427
11053
10998
12553
11891
11109
13298
10448
9956
10742
9306
9706
8464
10996
9508
9369
11195
9432
8950
9523
9484
9984
11327
9197
7465
7883
7727
7796
7496
8195
7802
7738
7023
10165
10077
6824
6402
7609
6534
7034
6389
7059
7409
8211
7059
5788
6863
7087
7118
7148
5405
7799
7404
8625
6715
6457
5130
6139
7093
5906
7815
6604
5707
5498
7331
6603
6587
6558
6042
5338
5531
6426
5369
5168
5335
5303
5147
5418
6235
5663
5137
4818
5021
5372
5139
5571
5386
4967
4811
4991
4538
4978
5315
5210
4916
4587
4831
4770
4833
4729
5204
4683
4546
4624
4775
4654
4550
4915
4730
4702
4649
4513
4955
4608
4558
4693
4546
4581
4651
4543
4577
4599
4428
4431
4587
4532
4428
4446
4653
4510
4554
4457
4471
4429
4411
4385
4419
4411
4425
4360
4382
4429
4413
4364
4356
4361
4404
4404
4438
4428
4386
4494
4388
4421
4401
4434
4439
4452
4503
4406
4402
4406
4426
4450
4382
4408
4398
4384
4381
4459
4433
4408
4357
4356
4355
4398
4356
4395
4384
4360
4382
4397
4359
4356
4359
4387
4379
4375
4379
4364
4364
4406
4383
4359
4357
4361
4359
4360
4368
4356
4356
4392
4381
4355
4361
4356
4355
4360
4357
4356
4355
4355
4355
4357
4360
4356
4359
4382
4357
4355
4356
4356
4356
4356
4355
4356
4379
4359
4376
4403
4357
4356
4356
4356
4359
4356
4356
4357
4356
4356
4355
4359
4355
4355
4356
4359
4357
4356
4357
4361
4356
4355
4357
4356
4356
4356
4355
4361
4360
4357
4355
4355
4359
4355
4355
4357
4355
4355
4356
4356
4355
4359
4356
4359
4355
