Solution
14601
16706
16002
16329
16957
16397
17498
14217
16248
14787
15120
14436
16879
14370
12580
14738
13650
14526
16669
13516
17490
17228
14391
15067
11725
13084
15893
18290
15230
14226
13494
15407
14141
14343
17060
15317
12490
14421
12534
13377
12462
13235
12873
13955
13550
13754
14537
14112
10339
14010
13558
14128
12722
13544
13155
14259
11702
12450
12498
11001
12386
13696
11213
10364
11043
11822
12531
9701
11352
11697
11519
11184
10373
12148
9816
10938
11221
10758
10268
9734
9179
10037
8827
7688
9366
10902
8194
8480
9826
9248
8567
8514
9715
9471
9853
9258
8879
8471
7531
6500
7144
7193
6342
7259
7215
6617
7211
6735
6967
7154
7089
8367
7667
7327
7032
6576
6692
6712
6906
6631
6813
6361
6947
6163
6553
6228
6261
6499
6397
6626
6063
6261
6439
6300
6549
6542
6326
6177
6511
6073
6298
6130
6413
5907
6167
6073
6316
6145
6137
6252
6510
6099
5991
6082
6121
6130
6161
5914
5920
5941
6091
6125
6276
6344
6218
6135
6126
6065
6032
6280
5991
6003
5985
5986
5994
5957
6072
6093
6101
6138
6158
6042
6088
5937
5886
5897
5955
5894
5904
5962
5935
5907
5953
5947
5984
5975
5951
5916
5953
5984
5883
5916
5923
5897
5894
5930
5945
5919
5886
5934
5907
5904
5916
5927
5930
5886
5934
5886
5894
5932
5883
5906
5886
5886
5886
5886
5886
5894
5913
5897
5916
5894
5894
5883
5883
5894
5883
5886
5883
5883
5883
5883
5883
5883
5886
5883
5883
5883
5894
5886
5886
5883
5883
5886
5886
5886
5883
5883
5883
5883
5886
5886
5886
5886
5886
5883
5883
5886
5883
5883
5886
5886
5883
5883
5883
5883
5883
5883
5883
5883
5886
5886
5883
5883
5883
5886
5886
5883
5883
5883
5883
5886
5883
5883
5883
5883
5886
5883
5883
5883
5883
